id,scientific_name,common_name,image_url,attribution,taxa_url
704775,Angelina rufescens,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/110288181/medium.jpeg,"(c) Tom Murray, some rights reserved (CC BY-NC), uploaded by Tom Murray",https://www.inaturalist.org/taxa/704775
955949,Calycina citrina,Yellow Fairy Cups,https://inaturalist-open-data.s3.amazonaws.com/photos/235404053/medium.jpeg,"(c) Heather Waterman, some rights reserved (CC BY-NC), uploaded by Heather Waterman",https://www.inaturalist.org/taxa/955949
194476,Cerrena unicolor,Mossy Maze Polypore,https://static.inaturalist.org/photos/14764926/medium.jpeg,"(c) Danavan Rouillard, all rights reserved, uploaded by Danavan Rouillard",https://www.inaturalist.org/taxa/194476
56318,Coprinellus micaceus,mica cap,https://static.inaturalist.org/photos/200982305/medium.jpg,"(c) Autumn, all rights reserved, uploaded by Autumn",https://www.inaturalist.org/taxa/56318
499999,Daedaleopsis septentrionalis,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/22632505/medium.jpeg,"(c) Nina Filippova, some rights reserved (CC BY), uploaded by Nina Filippova",https://www.inaturalist.org/taxa/499999
879877,Exidia crenata,American Amber Jelly Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/32388479/medium.jpg,"(c) Ashley M Bradford, some rights reserved (CC BY-NC), uploaded by Ashley M Bradford",https://www.inaturalist.org/taxa/879877
127510,Fomes fomentarius,Hoof Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/11787994/medium.jpeg,"(c) Vladimir Travkin, some rights reserved (CC BY-NC), uploaded by Vladimir Travkin",https://www.inaturalist.org/taxa/127510
959326,Fuscopostia fragilis,brown-staining cheese polypore,https://inaturalist-open-data.s3.amazonaws.com/photos/52511463/medium.jpg,"(c) Žygimantas Valiuška, some rights reserved (CC BY-NC), uploaded by Žygimantas Valiuška",https://www.inaturalist.org/taxa/959326
63274,Ganoderma tsugae,hemlock varnish shelf,https://inaturalist-open-data.s3.amazonaws.com/photos/20032392/medium.jpeg,"(c) smoore13, some rights reserved (CC BY-NC)",https://www.inaturalist.org/taxa/63274
194307,Hebeloma crustuliniforme,Poison Pie,https://inaturalist-open-data.s3.amazonaws.com/photos/40893558/medium.jpeg,"(c) Christian Schwarz, some rights reserved (CC BY-NC), uploaded by Christian Schwarz",https://www.inaturalist.org/taxa/194307
