id,scientific_name,common_name,image_url,attribution,taxa_url
125390,Amanita bisporigera,Eastern North American Destroying Angel,https://live.staticflickr.com/65535/51858371998_7993f3e996_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Amanita+bisporigera&iumq=36
58692,Amanita brunnescens,Brown American Star-footed Amanita,https://live.staticflickr.com/65535/4091794396_489aaa1156_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Amanita+brunnescens&iumq=37
125389,Amanita flavoconia,Yellow Patches,https://live.staticflickr.com/65535/2195899352_fe572565b6_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Amanita+flavoconia&iumq=47
63027,Amanita fulva,Tawny Grisette,https://live.staticflickr.com/389/18901755203_30662404ba_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Amanita+fulva&iumq=50
773499,Amanita rhacopus,Shaggy Legged Ringless Amanita,https://live.staticflickr.com/558/19427185262_3f0caf2dda_b.jpg,https://www.flickr.com/photos/21189203@N05/,https://www.mycoquebec.org/bas.php?tag=Amanita+rhacopus&iumq=69
67661,Amanita rubescens,blusher,https://live.staticflickr.com/65535/51843391257_cf346db08d_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Amanita+rubescens+var.+alba&iumq=72
334704,Artomyces pyxidatus,crown-tipped coral fungus,https://live.staticflickr.com/4096/4805518569_6826f8fc76_b.jpg,https://www.flickr.com/photos/8195287@N05/,https://www.mycoquebec.org/bas.php?tag=Artomyces+pyxidatus&iumq=130
122329,Chlorociboria aeruginascens,Green Wood Cup,https://live.staticflickr.com/65535/52265383125_76a4707e79_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Chlorociboria+aeruginascens&iumq=248
1275362,Collybiopsis subnuda,Collybie Almost Naked,https://live.staticflickr.com/65535/1987407931_33e66ae975_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Collybiopsis+subnuda&iumq=878
118034,Coltricia perennis,Brown Funnel Polypore,https://live.staticflickr.com/3744/19988741192_c742bd0173_b.jpg,https://www.flickr.com/photos/8195287@N05/,https://www.mycoquebec.org/bas.php?tag=Coltricia+perennis&iumq=343
125363,Cortinarius corrugatus,wrinkled cortinarius,https://live.staticflickr.com/65535/48507611246_ffececb1e8_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Cortinarius+corrugatus&iumq=445
782233,Craterellus ignicolor,flame trumpet,https://live.staticflickr.com/65535/9680479306_72583cccc9_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Craterellus+ignicolor&iumq=592
350515,Crepidotus calolepis,N/A,https://live.staticflickr.com/65535/4104697162_07791c7fd1_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Crepidotus+calolepis&iumq=600
379777,Cyptotrama chrysopepla,golden coincap,https://live.staticflickr.com/65535/51969914484_4c2a301005_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Cyptotrama+chrysopepla&iumq=637
118028,Dacrymyces chrysospermus,Orange Jelly Spot,https://live.staticflickr.com/6156/6160636121_7084dff599_b.jpg,https://www.flickr.com/photos/27657075@N07/,https://www.mycoquebec.org/bas.php?tag=Dacrymyces+chrysospermus&iumq=655
