id,scientific_name,common_name,image_url,attribution,taxa_url
972793,Apioperdon pyriforme,Pear-shaped Puffball,https://live.staticflickr.com/1954/45040432912_3af6055992_b.jpg,https://www.flickr.com/photos/76117031@N00/,https://www.mycoquebec.org/bas.php?tag=Apioperdon+pyriforme&iumq=1588
211220,Berkleasmium concinnum,N/A,https://live.staticflickr.com/65535/54070165497_6bce4ce707_b.jpg,https://www.flickr.com/photos/193367028@N07/,https://www.mycoquebec.org/bas.php?tag=Berkleasmium+concinnum&iumq=3152
955949,Calycina citrina,Yellow Fairy Cups,https://live.staticflickr.com/65535/52181063384_d260233c12_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Calycina+citrina&iumq=150
194476,Cerrena unicolor,Mossy Maze Polypore,https://live.staticflickr.com/65535/52366159465_68b85116fb_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Cerrena+unicolor&iumq=241
350663,Diatrype stigma,common tarcrust fungus,https://live.staticflickr.com/65535/50011561267_3dfb942672_b.jpg,https://www.flickr.com/photos/133869288@N03/,https://www.mycoquebec.org/bas.php?tag=Diatrype+stigma&iumq=2710
55568,Exidia glandulosa,Black Witches' Butter,https://live.staticflickr.com/7304/8745795637_b9dbc1235a_b.jpg,https://www.flickr.com/photos/8195287@N05/,https://www.mycoquebec.org/bas.php?tag=Exidia+glandulosa&iumq=723
127510,Fomes fomentarius,Hoof Fungus,https://live.staticflickr.com/3021/2302630120_4e4aca69b5_b.jpg,https://www.flickr.com/photos/23151213@N03/,https://www.mycoquebec.org/bas.php?tag=Fomes+fomentarius&iumq=741
48473,Ganoderma applanatum,artist's bracket,https://live.staticflickr.com/65535/2199142629_3e07b487ae_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Ganoderma+applanatum&iumq=806
851969,Gibellula arachnophila,N/A,https://inaturalist-open-data.s3.amazonaws.com/photos/2702742/medium.jpg,"(c) Katja Schulz, some rights reserved (CC BY)",https://www.inaturalist.org/taxa/851969
130919,Ischnoderma resinosum,Resinous Polypore,https://live.staticflickr.com/65535/10004454763_e6ba3cc77f_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Ischnoderma+resinosum&iumq=1246
979413,Jackrogersella cohaerens,Beechwood Woodwart,https://live.staticflickr.com/65535/52926198095_253ea892b2_b.jpg,https://www.flickr.com/photos/133869288@N03/,https://www.mycoquebec.org/bas.php?tag=Annulohypoxylon+cohaerens&iumq=93
128051,Kretzschmaria deusta,Brittle Cinder,https://live.staticflickr.com/65535/52259623897_80b0331181_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Kretzschmaria+deusta&iumq=1254
155122,Phlebia radiata,Wrinkled Crust,https://live.staticflickr.com/65535/52425294691_17e436300a_b.jpg,https://www.flickr.com/photos/27441280@N06/,https://www.mycoquebec.org/bas.php?tag=Phlebia+radiata&iumq=1853
352268,Rosellinia subiculata,N/A,https://live.staticflickr.com/65535/52729116587_3948e9ca24_b.jpg,https://www.flickr.com/photos/193367028@N07/,https://www.mycoquebec.org/bas.php?tag=Rosellinia+subiculata&iumq=4177
196842,Stereum complicatum,crowded parchment,https://live.staticflickr.com/65535/52769805312_d967eac43b_b.jpg,https://www.flickr.com/photos/193367028@N07/,https://www.mycoquebec.org/bas.php?tag=Stereum+complicatum&iumq=2403
54134,Trametes versicolor,turkey-tail,https://live.staticflickr.com/65535/4285820291_67b8b85816_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Trametes+versicolor&iumq=2480
125705,Trichaptum biforme,violet-toothed polypore,https://live.staticflickr.com/65535/4083946959_6e675c59ff_b.jpg,https://www.flickr.com/photos/19369983@N06/,https://www.mycoquebec.org/bas.php?tag=Trichaptum+biforme&iumq=2498
525060,Trichoderma sulphureum,N/A,https://live.staticflickr.com/65535/52156880964_020c82c61b_b.jpg,https://www.flickr.com/photos/133869288@N03/,https://www.mycoquebec.org/bas.php?tag=Trichoderma+sulphureum&iumq=1087
384715,Vararia investiens,N/A,https://live.staticflickr.com/7171/6439521719_4af71c582c_b.jpg,https://www.flickr.com/photos/9095664@N08/,https://www.mycoquebec.org/bas.php?tag=Vararia+investiens&iumq=2820
